tony flynn,2097988,3,0.309407,3,0.868618
carla perez,1432192,2,0.874555,2,0.084531
tessy harrison,544405,4,6.119987,4,4.949998
gyozo kabok,1490973,4,5.666993,4,4.550873
mary jane irving,932459,3,1.022037,3,1.477437
roger huang jiang-feng,1191603,-1,7.175257,-1,5.970084
emily aston,122998,3,0.338912,3,0.909937
pandora rye,3005583,3,1.025370,3,3.245546
kazuya nakai,84507,3,3.704900,3,3.258651
carmen yazalde,30961,3,0.923720,3,1.152630
kauko laalo,1207858,3,4.528253,3,1.463734
camille astor,1364184,3,1.134645,3,1.999024
marianne haggander,1194323,3,5.323181,3,3.068439
james drury,123524,2,0.050484,2,0.015881
mickael pichet,580237,3,1.001023,3,4.216984
philip dorn,33031,2,0.020288,2,0.803153
hasan khayat-bashi,3996846,3,4.157010,3,3.343188
mitzi gaynor,99662,2,0.005173,2,0.789600
hedvika krupickova,4126108,4,5.446944,4,6.191249
casey affleck,1893,1,0.001075,1,0.000715
julie lockhart,1537895,2,0.120608,2,0.821370
christophe maratier,1581129,2,0.952975,2,0.048491
sabine bethmann,84128,3,1.067083,3,1.174181
durgabai,8302,-1,7.137299,-1,5.766508
olamide faison,1511963,2,0.003468,2,0.046946
david livingston,1215367,2,0.031288,2,0.018370
james eagles,120774,2,0.765786,2,0.734115
lloyd newson,1064090,3,1.092130,3,1.411587
veikko kerttula,1916278,3,1.156215,3,2.749871
otto dierichs,1456975,3,0.969297,3,3.693140
bill dreggors,1099459,2,0.106169,2,0.700796
rachel griffiths,3052,2,0.010284,2,0.002209
sarah koskoff,93055,2,0.021800,2,0.007662
jason diablo,158560,2,0.011991,2,0.608901
kendall o'connor,222468,3,1.374209,3,1.051081
james doerr,171824,2,0.830438,2,0.192018
carl erik,572544,3,1.032552,3,3.347544
barry ackroyd,15493,3,2.034881,3,0.366730
louie elias,1190650,2,0.730812,2,0.015711
joanne dru,30296,2,0.053611,2,0.826483
judd mcmichael,1423924,3,1.105915,3,1.530926
melissa auf der maur,1446239,2,0.020615,2,0.563056
philip gurin,1250795,2,0.009318,2,0.191606
patricia kalember,23627,2,0.621361,2,0.000717
suzy delair,11188,2,0.055016,2,0.851465
aleksandra hamkalo,566108,3,1.205649,3,1.144461
yannick bisson,43311,2,0.022155,2,0.003178
antonie kamerling,27957,2,0.752005,2,0.070264
malik bendjelloul,930708,3,2.783784,3,1.371521
manuela queiroz,1176493,4,5.035448,4,5.018816
lucas,3066428,2,0.249696,2,0.582756
christopher fitzgerald,186311,2,0.021658,2,0.003607
carina lau,12672,2,1.018268,2,0.056460
karen robertson,1570112,3,5.205208,3,4.304175
ossi hillel,1164899,3,2.885898,3,2.434649
cheyne davidson,1376649,3,0.984268,3,5.060918
eleonore pourriat,583851,2,0.068698,2,0.046034
kathryn drysdale,1215741,2,0.761231,2,0.068450
clayton julian,1205329,2,0.896707,2,0.779168
rafael banquells,175536,3,1.058170,3,1.348407
tom mowbray,1458910,4,5.549167,4,4.902577
lydia nicole,1804183,2,0.698349,2,0.013196
norman bacon,193532,2,0.067799,2,0.831074
keith kuhl,1753709,2,0.002895,2,0.025540
alice nellis,138806,3,1.220172,3,4.176795
bence gyongyossy,123971,4,4.587242,4,4.502653
ariane brandt,3570682,2,0.814274,2,0.680607
boris moravec,1812967,3,1.205688,3,1.892187
joe rickson,1350563,3,0.912461,3,0.910369
guy leverton,83551,2,0.006120,2,0.715579
kenny roberts,1294731,3,1.116746,3,1.145104
ingrid dittmar,50133,3,1.174738,3,4.064386
paul pepper,114500,2,0.020216,2,0.036379
melvyn bragg,72744,2,0.033030,2,0.730666
socrates ballis,116977,3,1.824453,3,1.234294
andrew cassese,92809,2,0.017481,2,0.675534
kim longinotto,1046935,3,1.031450,3,2.005584
tine blichmann,935795,3,1.264414,3,4.003078
peggy cosgrave,1447871,2,0.163532,2,0.881902
marcelle hainia,140349,3,1.056713,3,1.432923
jeff lass,1402703,3,1.164132,3,0.922308
jim gerald,545538,2,0.163231,2,0.851692
vladimir duben,2932240,3,2.800315,3,1.730683
timothy lewis,3420436,2,0.094826,2,0.588189
natasha chevelev,2353595,2,0.059696,2,0.789948
katriina honkanen,3016676,3,4.048446,3,2.148181
barbara coles,96991,2,0.614667,2,0.008076
narendra prasad,1174824,3,2.543830,3,1.424445
jeff lieberman,57239,2,0.793829,2,0.934030
diana payan,208206,3,0.947238,3,1.287346
roberto ricci,1057638,3,0.933770,3,1.926351
andre brasseur,2589456,3,3.486411,3,3.882318
jacob desvarieux,544268,3,1.295341,3,1.359144
rose dione,1513,3,1.001058,3,1.238725
frank sinatra,4347,2,0.004323,2,0.005391
aldo pini,114422,2,0.703069,2,0.987646
emmy rossum,4730,1,0.000033,1,0.000011
al conti,1178983,1,0.000671,1,0.000436
dee macaluso,60469,2,0.032222,2,0.046895
takeiji muto,1173787,2,0.682354,2,0.161152
