anni helenius,3954531,4,4.975978,4,5.810659
w. paul bodie,1694770,2,0.063775,2,0.023446
brandon hammond,23681,2,0.675064,2,0.009804
jules graciolett,1427276,-1,6.654036,-1,5.773983
rada  duricin,1050901,2,0.004860,2,0.186480
ray rennahan,32996,3,0.977073,3,1.066122
carlo caserotti,1177977,-1,8.069807,-1,5.492214
tracy holmes,1453335,3,1.073433,3,3.049332
ines nieri,1067353,2,0.700646,2,0.132591
nigel godfrey,1891830,2,0.785975,2,0.715891
yolande gilot,589771,2,0.174632,2,0.849169
thomas dyton,1162718,3,1.713824,3,3.638908
viviane elder,1121594,3,1.228349,3,3.002204
marcelo picchi,1085851,3,1.518922,3,3.089756
rod kei,1410443,3,1.141754,3,1.192813
hideaki ishikawa,549809,3,4.131981,3,3.216297
johnny naranjo,1503041,2,0.602739,2,0.031576
peng lu,2818319,3,2.938602,3,3.650478
nils nordstahl,1003962,3,2.408107,3,1.476226
bob glouberman,156685,2,0.008929,2,0.014710
jang jin-young,105429,3,1.499555,3,2.873273
finola geraghty,1019020,2,0.855272,2,0.233230
nicolette minster,1137483,2,0.748522,2,0.720147
philippe sarde,20075,3,1.057994,3,0.264352
ivan bykov,3485249,3,2.599089,3,2.169235
alyona buzylyova,3999900,3,2.758802,3,4.568886
edith kramer,3402517,2,0.180736,2,0.580337
salil dutta,1688780,3,2.126070,3,4.306176
toni minana,1505279,3,1.208172,3,1.363912
darlena tejeiro,130733,2,0.029808,2,0.055754
richard robbins,88886,3,1.712042,3,0.304813
johanna lonsky,137929,3,2.337539,3,1.289734
algis arlauskas,560153,3,1.123796,3,1.429190
didier bienaime,1038909,3,2.427499,3,3.109784
patrizia mayer,1120172,3,0.889179,3,2.420123
scout raskin,1660355,2,0.026557,2,0.024881
viktor stefan gortz,1460303,3,1.087777,3,4.344774
nikki deloach,59750,2,0.017982,2,0.001226
lenore milner,1746823,2,0.016996,2,0.047098
rosana caskan,1380826,3,1.969919,3,2.227302
bretislav farsky,2368359,3,1.242318,3,1.298866
ange denard,1342139,3,4.128875,3,3.641338
chick collins,1432391,3,1.143718,3,0.979356
xavier amblard,1650769,3,1.059146,3,1.393284
uwe boll,23799,2,0.028909,2,0.625269
roger newcombe,934073,3,0.462969,3,0.894475
ante mikkel gaup,1281105,3,3.835095,3,3.232603
shizuka kudo,1253550,3,3.238287,3,3.777256
shaun glenville,1525915,3,1.328866,3,2.903844
anthony heald,16293,2,0.777391,2,0.001919
murray boyd,1372887,-1,6.762543,-1,5.328165
maurizio marchetti,1278815,3,1.178331,3,1.164782
mari cantu,1268702,4,6.501419,4,5.050966
jack lawson,2786582,3,1.061657,3,1.211451
hank harris,58739,2,0.021856,2,0.000927
keila rodriguez,132896,3,1.299668,3,1.067906
annu kapoor,110199,3,1.195045,3,0.984289
johnny mercer,3892,2,0.709396,2,0.076035
roman cycowski,1082336,4,5.068379,4,4.758134
claudia martini,56702,2,0.113526,2,0.936957
christine cox,1466891,2,0.090700,2,0.793417
karen dilloo,97806,3,0.969636,3,1.888211
aldo niebur,122710,3,2.217273,3,2.932079
malaina anousaki,2157800,3,1.979529,3,2.300640
cochi ponzoni,129535,2,0.858872,2,0.068306
pascal decolland,1274411,3,1.296610,3,1.074538
kurtis roberts,1210821,2,0.009571,2,0.896009
manuel bermudez 'boliche',1116265,3,0.950886,3,2.055684
jack pepper,1221391,3,1.078963,3,1.182321
richard ng yiu-hon,62417,2,0.137692,2,0.744356
mc eiht,585761,2,0.023071,2,0.032487
kali bannerjee,1094825,3,2.368079,3,2.975349
halvar lindholm,1488412,4,5.413949,4,5.066756
anne andreu,1696844,3,4.139050,3,3.509077
marita de lara,2012182,2,0.054316,2,0.758188
josh fagin,1125867,3,1.137703,3,0.957588
isabelle perez,1296164,3,2.146503,3,2.032989
lotti pharriss knowles,1147976,3,1.417550,3,0.961233
peggy ahwesh,35555,2,0.007261,2,0.756508
peonies jong,1358755,3,0.319609,3,2.893449
juan allende,583105,3,1.371048,3,1.041379
steve pershing,194645,2,0.005720,2,0.815898
pupetta maresca,1336539,3,1.515964,3,2.815917
rob pinnock,1395191,3,1.238542,3,1.111151
paolo monelli,1278996,3,1.960337,3,2.815644
princess,1920115,3,1.036832,3,1.515128
wheezer dell,1125578,3,2.173826,3,1.270890
rocky albert nirschl,3768300,3,1.890032,3,2.694671
eben george,2447454,3,1.439281,3,1.018531
joseph medaglia,1503035,2,0.050629,2,0.765936
alan hayling,1510541,3,2.047288,3,2.967814
william boyde,1708188,3,2.381957,3,2.293028
avi oriah,1155141,2,1.014998,2,0.022662
lyudmila karaush,2556429,3,1.186599,3,0.984151
charmian innes,3000138,3,1.202218,3,3.654676
lamine dieng,306173,3,1.133026,3,1.992770
simon hunter,77658,3,1.304284,3,1.928212
peter dobson,37822,2,0.010434,2,0.613031
ty olsson,42711,2,0.004581,2,0.017631
lou cantres,3723804,2,0.922732,2,0.165184
