georges d'arnoux,556945,3,1.960421,3,4.302738
mark "jacko" jackson,1210526,3,1.803854,3,1.820415
matilde conesa,1238803,3,1.205350,3,3.313077
irv gooch,2982130,2,0.016445,2,0.085454
anna maria,1115012,3,0.924499,3,3.274181
helmut bergmann,22874,3,2.070076,3,2.188995
christine deaver,1389321,2,0.821060,2,0.126445
joan didion,57219,2,0.800161,2,0.825838
josip lulic,1538530,3,2.598104,3,2.957491
gerry quigley,234,2,0.652098,2,0.028167
roberta olivieri,1174535,3,1.110055,3,2.434593
david aldrich,1182475,3,4.877479,3,1.027261
danny fehsenfeld,2204541,2,0.171253,2,0.683520
maria clara fernandez de loaysa,150170,3,1.717340,3,3.158889
romuald michalewski,3428168,3,1.168157,3,1.831479
reggie johnson,11888,2,0.010607,2,0.037407
robert m. koch,1614766,2,0.008077,2,0.685751
james dobson,114958,2,0.047557,2,0.617343
alfred cohn,2095773,4,5.202962,4,5.153127
john guidera,4302549,2,0.731740,2,0.118644
peter moland,53420,3,0.888122,3,2.514732
maria teresa albani,36934,2,0.266353,2,0.643225
brigette lawson,1832970,2,1.098342,2,0.175184
shirley gruar,79395,3,1.069111,3,3.777964
linda maidstone,1810004,3,0.979197,3,1.178397
ilka tanya payan,1614584,2,0.006901,2,0.047999
heather marni,3319124,2,0.052097,2,0.712188
lo kauppi,583610,3,0.904175,3,0.816948
ava jones,113063,3,3.166491,3,3.829472
jennifer choe,2212011,2,0.794581,2,0.019339
sergei dvortsevoy,56380,3,2.824273,3,3.288247
lori bara,1361156,3,0.882100,3,1.387997
tommy johnson,146156,3,1.053663,3,1.159967
jill morley,1198244,2,0.075335,2,0.694103
stanley brown,34241,2,0.086308,2,0.755048
miguel angel fuentes,57380,2,0.009443,2,0.640439
william briganti,1627280,3,1.565787,3,1.868409
julietta brandt,1290139,3,2.395544,3,2.920315
amber de grau,1082642,3,2.670572,3,3.878694
paul farbman,568331,3,0.943392,3,1.101100
steve grant,105292,2,0.009667,2,0.217323
chad johnson,233014,3,1.019477,3,2.465889
ralf m. mendle,53984,-1,7.709730,-1,5.366689
morgan farley,4076,2,0.005201,2,0.012219
azer kurbanov,1164677,3,3.555056,3,3.058485
jackie gayle,167823,2,0.011198,2,0.006457
dick israel,62309,3,1.054153,3,0.955453
phoebe brand,109471,2,0.027375,2,0.557594
j.j. anderson,1201304,2,0.077636,2,0.691548
zdenek kominek,3359792,3,3.471815,3,3.937578
ondrej host,1297198,3,1.939310,3,2.623794
isao kuraishi,1605377,3,2.715449,3,2.088301
hitoshi bifu,1221104,4,5.037955,4,5.291848
bryan leder,1190585,2,0.051397,2,0.749381
paige danahy,1096356,2,0.226720,2,0.595257
jorgen darfelt,2271715,2,0.154119,2,0.845755
julio pinheiro,1414774,3,1.009178,3,0.954747
david luger,1280706,3,1.094303,3,2.365476
anil ganguly,593172,3,1.835145,3,4.403550
laurence lovall,1461295,3,2.376735,3,3.039097
vince kelley,1533404,4,6.523556,4,4.446581
david martin,37997,2,0.015602,2,0.806303
robert glinski,148981,3,1.131567,3,2.846200
marina kvartalova,3387086,2,0.920548,2,0.899938
bob mackie,92178,2,0.016438,2,0.028627
al murphy,1184824,2,0.033317,2,0.705962
george elia,1060139,2,0.026696,2,0.774217
yoko akitani,1422423,3,1.325132,3,2.378680
eddie castrodad,55145,2,0.019534,2,0.051911
peter mogelvang nielsen,1514998,3,3.828094,3,1.205276
gerard damiano,46092,2,0.671967,2,0.146795
michael chaplin,147981,2,0.810839,2,0.048171
ava loraschi,68059,3,2.397890,3,3.341093
salvatore arico,240907,3,1.209188,3,1.918820
long nguyen,111185,2,0.002081,2,0.666559
conan lee,26783,2,0.028595,2,0.036089
sylvie richez,213561,3,2.866419,3,4.277395
tiziano de persio,581716,2,0.814555,2,0.082004
angela dimarco,1010931,-1,6.848487,-1,6.225837
michelle benes,10389,2,0.049232,2,0.002149
iolanda mascitti,239665,3,1.169928,3,3.338259
maria gonzaga,1633538,3,1.112422,3,2.237482
stephen chbosky,19311,2,0.023362,2,0.852063
george caroll,1330742,3,1.290601,3,1.060703
marc blitzstein,1422473,3,2.190048,3,1.491341
kathleen o'grady,1775077,3,2.046958,3,1.482185
aoi miyazaki,104522,3,2.063701,3,1.433480
william a. carroll,1119764,3,1.000980,3,1.088529
buddy mcdonald,1323483,3,0.959705,3,1.729741
charles hines,1158633,3,4.506999,3,3.507718
jeanne mockford,1212153,2,0.880828,2,0.129777
marcel carpentier,545545,3,0.964756,3,2.783169
toshihiko oda,1016276,3,1.338586,3,2.002306
lori marr,2849991,2,0.750300,2,0.132070
jean arthur,30210,2,0.564845,2,0.100651
gary doles,97971,2,0.875844,2,0.930743
robert mcwade,30007,3,0.270534,3,0.902377
jun robles lana,591994,3,4.991727,3,3.068700
darwin hall,1879505,2,0.876074,2,0.035085
gloria parker,3335564,2,0.063947,2,0.789625
