trude herr,50644,3,1.108167,3,1.743119
lola crespin,1449636,3,1.828695,3,1.569737
mitch friedman,1892496,3,1.260591,3,1.033661
michael haywood norris,2800737,3,1.489597,3,1.733805
lui farias,1385504,3,1.835074,3,2.534110
j.m. logan,237333,2,1.009639,2,0.152892
karin lind,30954,3,2.070466,3,2.252122
diego de paz,3819,3,1.412604,3,0.919403
peter courtney,1422685,4,6.260323,4,4.823052
jeff o'haco,1020340,2,0.007538,2,0.008898
barry avrich,666935,-1,7.008552,-1,5.527298
wilhelm haqvinius,1516348,3,2.462766,3,1.497815
john healy,1196734,2,0.036066,2,0.633364
gwen donovan,105515,3,1.184779,3,1.871086
laura pamplona,227073,3,1.039111,3,2.705528
don ambabo,2244560,2,0.011779,2,0.716332
john pratt,232436,3,1.352064,3,2.596098
saban bajramovic,1177694,3,1.246334,3,4.113509
tomislav pavlic,63873,3,1.944490,3,1.350199
david halver,1398458,3,1.115063,3,1.441983
dinah hinz,1307911,3,0.851273,3,1.068581
kimberly burnett,1542542,3,2.056711,3,2.519103
matt mcgrath,2844,2,0.009543,2,0.003052
marilyn allen,166158,2,0.678293,2,0.100571
anton radichev,1260747,3,2.814979,3,1.683474
margo moore,153382,3,1.080217,3,1.088578
elke niebelschutz,22844,3,2.892332,3,1.850643
mohamed al-fayed,26220,3,0.967549,3,1.304263
yoshimitsu jo,2629344,3,2.876428,3,3.249123
blanka florjanc,556118,4,6.024790,4,5.387100
michiko ameku,1388536,3,1.968035,3,2.097797
jean-pierre cargol,18206,3,1.435147,3,1.553744
geoff outlaw,44551,2,0.001614,2,0.921615
jim parker,1774118,3,1.332591,3,3.099148
lee kayman,1528157,3,1.100800,3,0.999436
janet warren,120747,2,0.018784,2,0.051085
jane dolys,1342564,3,2.445647,3,2.631741
chris peppler,1384654,3,3.532432,3,3.413925
bart freundlich,86203,3,4.677505,3,0.899723
dora bergner,1627335,3,1.045081,3,3.584045
julien bouanich,583852,2,0.055117,2,0.805560
kristin harmon,199478,3,1.112778,3,0.972523
matt jacobson,255697,3,0.887236,3,1.345180
zena grey,62760,2,0.021482,2,0.004608
berta dominguez d.,6303,2,0.728335,2,0.159196
denis konstantinov,1198269,2,0.759421,2,0.836254
dmitri shostakovich,957523,3,1.264449,3,1.380075
tony middleton,1523920,3,1.166105,3,1.195131
gil bernardy,1087615,2,0.643106,2,0.170123
mette louise holland,1051716,3,3.676756,3,1.117562
marietta mehes,1038551,3,1.190289,3,2.694726
dick haymes,152713,2,0.098795,2,0.609567
hans kwiet,1571529,3,1.407164,3,3.502609
kassi nova,1134226,2,0.726966,2,0.160866
john c. donkin,5718,2,0.816459,2,0.726779
hans kristian norregaard,1127452,3,1.184203,3,1.410048
alex hall,1231157,3,1.164389,3,2.440088
ashwini bhave,990473,3,1.534400,3,1.068613
paul eric jerome,2528109,2,0.768193,2,0.083432
dan byrd,59283,2,0.003579,2,0.000907
jacques chancel,234343,2,0.660877,2,0.785920
stan coles,1337811,2,0.013358,2,0.003331
diedre kilgore,1199005,3,1.007121,3,1.113962
aziz qureshi,593110,3,4.458233,3,2.793874
barry malkin,2988,2,0.787043,2,0.801316
pentti auer,110763,3,1.253018,3,2.089037
lee hwan-jun,554826,4,4.732615,4,4.957393
anssi nykanen,2132206,3,2.627185,3,2.589575
christopher carruthers,1116904,2,0.661640,2,0.020165
roberto omegna,1184118,4,6.904757,4,5.911074
rafael checa,1331623,3,1.325302,3,2.847349
fanny florido,1319710,3,1.357786,3,2.506262
alexander chaplin,87951,2,0.022901,2,0.001529
sven-ake ekman,3021241,4,4.959688,4,4.624853
carrie mitchum,557435,2,0.118701,2,0.779354
darryl paes,1330801,3,0.991772,3,0.569800
wilma cox,1271333,3,0.898113,3,0.909356
janos rajz,125196,3,1.008396,3,1.555500
wieslaw golas,568272,3,1.008083,3,1.201800
mitsuko baisho,72605,2,0.807581,2,0.191811
larry gelbart,18267,2,0.588376,2,0.030593
rudy cardenas,2000864,3,3.048758,3,2.632167
tom chiu,1171242,2,0.099837,2,0.036064
jay fassett,1150486,3,1.043164,3,2.374529
john h. francis,1836799,2,0.068743,2,0.067025
alyssa-jane cook,329346,3,1.169576,3,1.071327
simone bach,32296,2,0.011647,2,0.792283
blaine gibson,148181,3,1.557166,3,1.843272
john rodney,96162,3,0.950522,3,0.434597
priscilla choi,2770822,3,1.728650,3,1.102267
tito lusiardo,1498044,3,0.380237,3,3.271205
william ansor,1207091,2,0.215191,2,0.728000
linda prast,49462,2,0.080984,2,0.740808
joyce godenzi,131835,2,0.932036,2,0.043654
gino la monica,2077906,2,0.874493,2,0.051793
heather esdon,1268955,2,0.801747,2,0.121084
valerie planche,1815,2,0.003885,2,0.677357
alice beat,2567207,3,1.034680,3,1.017584
julie graham,47735,2,0.100681,2,0.592006
kirsten nelson,1219500,2,0.004277,2,0.006392
