bert howard,1422459,2,0.808937,2,0.904627
tina illman,87158,2,0.132405,2,0.738418
cindy fisher,122118,2,0.073078,2,0.017215
sebastian montagna,567544,3,2.369999,3,1.110870
tiziano montagni,1168939,2,0.983225,2,0.036171
arvo kruusement,137496,3,1.784879,3,3.595648
lia lae,1488413,4,4.820777,4,5.092671
jason randal,2414049,2,0.786477,2,0.010143
mylene dizon,1052351,3,1.117493,3,1.857443
salvatore cascio,68635,2,0.849697,2,0.215624
angelo infanti,27647,2,0.555325,2,0.024686
ty hodges,63732,2,0.026480,2,0.002209
steve gonnelo,1542400,2,0.041868,2,0.683465
antony hopkins,1110369,3,3.061505,3,3.967825
tobias fog,557925,3,3.028484,3,3.626915
enric arredondo,30356,3,1.166396,3,2.423898
al boasberg,1500,3,1.389149,3,3.384027
erno fekete,125433,3,3.797291,3,2.028955
peter greenwell,140037,2,0.900455,2,0.065095
rene cardona iii,1044102,2,0.865004,2,0.080292
oliver diggelmann,1308197,3,0.962420,3,2.521384
isa pola,233175,3,0.286813,3,2.901152
scott ellis,169288,3,1.106247,3,1.219931
franco pechini,1194828,3,0.895736,3,1.717689
madeleine carroll,3610,3,0.983166,3,1.175907
maria bosco,255903,3,0.879520,3,1.468105
john henderson,188473,3,1.224421,3,1.942850
rafael carrion,1363308,3,3.409575,3,3.354859
chris randall,1633966,3,5.220043,3,1.252512
jean debucourt,36209,3,0.361485,3,1.223196
una brandon-jones,1368909,2,0.725454,2,0.049954
john akana,1078197,3,2.580118,3,1.705090
kathe green,589071,3,2.118576,3,2.419699
laetitia masson,222216,3,1.199417,3,1.247346
sam hinton,4275350,3,0.308128,3,2.477655
casey kasem,16418,2,0.003919,2,0.038910
gene darcy,186358,2,0.768759,2,0.034737
amira polin,1442935,3,3.291280,3,3.041509
james w. horne,131405,3,1.335287,3,2.436179
matt gallant,1215687,2,0.689537,2,0.109629
menhaj huda,78061,2,0.818285,2,0.841960
michelyn emelle,1218562,2,0.045928,2,0.675894
derong fu,1497667,5,6.710288,5,6.004689
graham payn,1127186,3,0.929143,3,1.064381
sara magdalin,2059552,2,0.031764,2,0.673814
sylvain jacques,550415,3,1.019058,3,1.447827
konstantin dzhidrov,1596578,3,3.049090,3,1.825840
rebecca gibson,3329414,2,0.742100,2,0.039334
peggy parnass,24110,3,0.884638,3,1.712609
chad brown,1242387,2,0.036906,2,0.759922
andrew byatt,1111007,2,0.061192,2,0.719054
pamela bevan,1482733,3,1.145662,3,1.855643
jon farriss,1240226,3,1.995404,3,1.192633
bogoljub kahriman,1338795,3,1.650557,3,2.591749
christine larson,103097,2,0.721124,2,0.926413
matt holly,92191,3,0.307299,3,1.039709
serene begum,1450424,2,0.887578,2,0.034977
rita jenrette,105995,3,1.856672,3,0.234765
andre duval,1536183,3,3.607879,3,3.318600
maria calabrese,3129046,3,1.131337,3,0.956731
david fane,55937,2,0.917863,2,0.756922
julia caba alba,144737,2,0.177251,2,0.663664
antonio gonzalo,1430458,3,0.853632,3,1.517641
ivan macho,1257684,3,1.100396,3,1.710114
margaret fitzgerald,2408158,2,0.036329,2,0.631989
carlos revilla,1160231,3,0.953622,3,2.031064
matthias habich,4534,2,0.917762,2,0.035559
simon humphrey,1205649,3,1.413475,3,1.071766
moses nyarko,1366371,2,0.033272,2,0.736485
ottavio alessi,554171,2,0.887641,2,0.046633
wendi kenya,1973934,2,1.019532,2,0.105736
helga riedel-hassenstein,1297429,3,3.468303,3,3.060132
mark a. altman,62578,2,0.038642,2,0.683705
jon hugger,1227408,2,0.075449,2,0.798965
aaron richmond,1073805,3,1.740990,3,1.034076
vic moeremans,236418,3,1.413383,3,3.602147
otavio muller,1046025,3,0.265421,3,1.039460
clive parsons,63960,2,0.999397,2,0.761014
zaidi omar,1279710,2,0.179544,2,1.008049
oreste kirkop,1363657,3,1.082845,3,0.901517
antonio polo galante,1184635,3,3.275854,3,2.552538
lyuben popov,1191246,4,4.989368,4,4.773952
jerzy duszynski,146879,3,0.947776,3,1.310306
warren lincoln,243913,3,2.086278,3,1.900389
frank henenlotter,86250,2,0.965197,2,0.770637
annick berger,1199845,3,1.209571,3,1.250022
colin blumenau,1335956,1,0.001376,1,0.000899
margaret greene,1383222,3,3.676957,3,3.342634
tom elliot,3168376,2,0.035332,2,0.871033
germano bellavia,1069058,3,1.158598,3,1.596653
davis choh,2016766,2,0.724390,2,0.173837
olga fernandez,1487790,3,1.108790,3,1.101905
pei xiaonan,67769,-1,7.959648,-1,5.690467
fabio grossi,120635,3,0.980028,3,0.907599
augusta lee,1144143,3,2.110397,3,3.568583
kevin davies,133972,2,0.127270,2,0.647582
quinn k. redeker,91371,2,0.003458,2,0.001148
marcos d'cruze,4820807,3,1.431141,3,1.026269
william fountaine,1194425,3,4.641882,3,3.356033
klaus herm,1315210,3,1.005215,3,1.139988
