yvonne mertens,2623843,3,1.970100,3,1.224729
emmanuel goldstein,60168,3,1.478242,3,0.981502
mohammad-reza davoudnejad,1443942,3,1.238386,3,4.783841
kazuo miyagawa,7461,3,2.229254,3,1.700748
andrew haigh,586002,3,2.242253,3,1.363642
nurith cohn,134761,2,0.108476,2,0.034609
branko lustig,930,2,0.553174,2,0.027465
barthelemy bompard,1193739,3,4.224894,3,3.570913
june jocelyn,1014944,3,1.035971,3,1.116953
daniel dadzu,1745097,3,0.363064,3,1.875067
andrey nevraev,3966456,3,2.017607,3,2.257148
evelyne bouix,37175,2,0.726010,2,0.703740
missaele,3022894,3,1.144964,3,0.343670
farhang akhavan,2506739,3,2.807036,3,2.291502
andrew lodge,190449,2,0.684116,2,0.108671
albert jan van rees,587355,3,4.965913,3,3.213878
dirk dautzenberg,36576,3,0.994546,3,1.351911
alice kelley,239296,3,1.086031,3,1.137640
maria grip,141621,3,0.998879,3,2.346998
ana obregon,46422,3,0.965958,3,0.929274
oleh drach,128913,2,0.740727,2,0.050353
nathan nishiguchi,1231463,2,0.898859,2,0.035542
aleksandr bolshakov,2147386,3,1.935099,3,2.768587
viviane dhollain,1388160,-1,6.608030,-1,6.077694
julian benedikt,109973,3,1.274880,3,2.038030
lori nasso,1244758,2,0.796735,2,0.121046
francis coady,2436230,2,0.888254,2,0.019208
andrzej jarecki,1137869,3,1.154167,3,3.571725
william justine,104204,2,0.153712,2,0.713040
francisco merino,143230,3,0.940357,3,0.950407
kim durso,2447452,2,0.116333,2,0.897300
leonid okunyov,1593632,3,2.051250,3,2.930658
jean favre-bertin,1447173,3,1.165514,3,1.417709
leanna foxxx,1476309,2,0.075058,2,0.929932
kim meredith,1464839,2,0.858881,2,0.231594
philippe ogouz,24799,3,1.016661,3,1.349109
sephus booker,3756372,3,0.899046,3,1.074526
john diedrich,1372109,3,2.127852,3,1.986049
arie tcherner,2495198,3,1.135536,3,1.044903
susan myers,1242471,2,0.041697,2,0.018415
katsuhiko nishijima,536891,3,2.828877,3,3.270480
luisa amatucci,1141916,3,0.953283,3,1.719354
martine bijl,1248469,3,1.226471,3,1.309901
lya jan,1153629,3,2.641333,3,2.849380
preben lerdorff rye,142906,3,0.948629,3,1.026559
michael baron,1187692,-1,6.930998,-1,6.117940
hugh bryant,3041702,3,1.386309,3,1.833026
ice,2815478,3,0.943119,3,1.598104
kenneth peerless,1275241,2,0.747756,2,0.908168
amer al-khan,2136665,2,0.100364,2,0.031115
christina plate,48148,3,0.976125,3,2.128529
henri crolla,1305447,3,1.667052,3,1.701629
michele capnist,1210199,2,0.862842,2,0.030022
luis oar,1169971,3,1.131237,3,1.207371
sven dolan,558995,3,1.078767,3,1.036881
donna osterbuhr,120016,2,0.673045,2,0.928539
kazimierz karabasz,1203283,3,1.112276,3,1.592692
emilio del valle,1331605,3,1.132081,3,3.014747
ana helena berenguer,1415514,2,0.015517,2,0.765403
buster fiddess,212559,2,0.691640,2,0.236798
gilles raab,377702,2,0.697687,2,0.705637
jorge botelho,1394062,3,1.233621,3,1.956986
erica elliott,217743,3,0.939566,3,1.050455
shawn adams,3239198,3,0.307202,3,4.666344
nile lanning,2698144,3,1.135596,3,0.982833
helen raymond,1036830,3,1.568507,3,1.435426
per finn nielsen,557929,3,3.520742,3,3.630117
helene cohen,1500702,3,1.430729,3,2.869059
joseph palermo,1024375,4,5.206633,4,5.063941
luke grande,985145,3,1.867403,3,2.446492
pixinguinha,1503613,3,0.938966,3,1.343011
carlos lauchu,22139,2,0.034080,2,0.004091
david gordon green,64141,2,0.018073,2,0.768768
aleksandr benyaminov,90182,3,1.060804,3,0.229478
gert jan droge,1125626,3,2.608264,3,3.585103
douglas howell,1224575,-1,7.504076,-1,5.390391
rene-marc bini,23300,3,1.049113,3,2.551655
felipe murray,1437122,3,1.057472,3,1.354686
irene caba alba,1019855,3,0.892737,3,2.542325
nikolai kozlenko,3020614,3,2.226611,3,2.275183
rasmi dzhabrailov,1164643,3,1.220899,3,2.490736
kare n. marcus,1177026,3,2.288994,3,3.135189
michel fontayne,3183655,3,2.282590,3,2.256066
oleg bobrov,1623912,3,3.572099,3,3.968601
yasushi nagata,72393,3,1.095466,3,1.481116
rod majors,557036,3,1.081919,3,3.252036
ann-marie adamsson,1024938,3,1.903181,3,1.750826
ijf blokker,1474574,3,1.839927,3,3.499306
toto mignone,47039,3,1.092487,3,1.218622
igor michalski,1139372,3,1.272367,3,1.574209
isa bellini,564591,2,0.904715,2,0.036283
ray dittrich,1555142,2,0.015812,2,0.041303
cindy keiter,4167776,-1,8.177306,-1,5.245115
michele mirabella,84306,3,0.944894,3,1.351668
hugh aiken,1090886,3,1.336255,3,1.927672
madeleine hinde,134232,2,0.908226,2,0.628874
roger hampton,103814,2,0.013667,2,0.016592
harry friedman,1221313,2,0.010651,2,0.872072
zdenka baldova,544252,3,1.096612,3,1.405245
jack fitzstephens,6852,2,0.034343,2,0.763853
