hansi prinz,2221963,3,2.454336,3,2.039911
tia texada,68430,2,0.038958,2,0.640030
paula lopez,1037677,3,1.449895,3,1.696433
michel polac,376323,3,1.007649,3,1.189086
gjertrud jynge,352918,3,1.027728,3,1.476893
mandy morton,1271106,2,0.134252,2,0.781570
stanton heck,1268924,3,0.990722,3,1.512313
ciro capano,1191716,2,0.914530,2,0.077076
maude turner gordon,1015322,3,0.911250,3,1.544428
domenico d'ambrosio,73539,2,0.006842,2,0.769728
rebecka liljeberg,70093,3,0.867875,3,1.206191
wilhelm heim,590696,3,1.092462,3,2.363755
janek rieke,6090,2,0.098452,2,0.875447
nils brunkhorst,17723,3,1.001520,3,0.974320
effingham pinto,3222867,3,2.186726,3,3.840851
esther gemsch,1169266,3,1.377061,3,1.259801
ward ohrman,1800119,2,0.045031,2,0.030891
mara casey,1643249,2,0.546378,2,0.031431
diane cheng,3313782,2,0.008051,2,0.028348
jeffrey delman,1088198,3,2.498093,3,0.302289
jessica nanney,1358743,2,0.632681,2,0.046718
mel chionglo,262130,3,1.146150,3,2.260761
alex dimitriades,75655,2,0.989653,2,0.042666
wayne potrafka,115526,3,2.166404,3,2.597746
mina azarian,99523,2,0.794731,2,0.831325
melanie mayron,83313,2,0.002473,2,0.009971
marcel merkes,1765696,3,1.038442,3,2.672997
john toll,2483,2,0.865572,2,0.208254
owen masterson,1744139,2,0.002759,2,0.596793
bruria albeck,55049,3,1.426740,3,3.047129
paul hindemith,1121247,3,3.539724,3,3.062038
george lemore,3682000,2,0.952108,2,0.055810
magdi gahary,111733,3,4.297524,3,0.982642
yekaterina krupennikova,1689214,3,2.189559,3,3.210134
barbarella pardo,1411288,2,0.017921,2,0.667282
eino kaipainen,1205457,3,1.049916,3,2.052676
uffe rorbaek madsen,589319,3,1.406818,3,1.135127
bernd holtz,1304970,3,2.662172,3,2.861263
lucia carroll,89726,2,0.009011,2,0.735473
sharon douglas,140284,2,0.175937,2,0.761528
bram nossen,1424142,2,0.153790,2,0.791643
matt hannigan,1616345,2,0.893648,2,0.654384
thomas kretschmann,3491,2,0.001436,2,0.002727
pierre gamet,28685,3,0.814111,3,1.067158
carlos munoz arosa,239203,2,0.064096,2,0.033992
sam cirone,1417452,2,0.695540,2,0.037768
joel brooks,72421,2,0.003362,2,0.010018
jaume bernet,1710587,3,1.008268,3,1.136700
tania kapsali,1060190,3,2.185196,3,2.252796
shaun earl,208710,2,0.054332,2,0.800060
hans jakup hansen,1463788,3,1.997267,3,1.305872
fredrik dolk,931605,2,0.772604,2,0.070651
andy comeau,25990,2,0.003992,2,0.001262
kerry lyn mckissick,1355532,2,0.562988,2,0.101112
elsa maxwell,1170498,2,0.777491,2,0.050249
magalie madison,529279,3,0.969476,3,1.179212
lenore aubert,96065,3,0.917262,3,0.919150
nadia-leigh nascimento,1228371,2,0.045920,2,0.686493
armando chagas,1457278,4,4.842386,4,4.972431
robin lefevre,558270,3,1.419105,3,1.041553
eddie malavarca,106434,2,0.036513,2,0.677584
koichi aihara,555568,3,0.943158,3,2.474968
nicky blair,16669,2,0.018379,2,0.011575
paul reynaud,1330153,3,2.188248,3,1.254773
anna nygh,1211868,3,1.063443,3,0.365948
ronny robbins,2235440,3,1.797047,3,2.171661
zero mostel,18861,2,0.009398,2,0.013464
kenneth earl,935862,4,5.747898,4,4.022404
rosario borelli,240912,2,1.002348,2,0.043087
v. stacy klein,1840754,2,0.841514,2,0.003751
helen lloyd breed,49821,2,0.004008,2,0.001593
joshua sinclair,3774,2,0.150811,2,0.775368
alan crosland, jr.,14570,3,1.215208,3,2.918962
star jones,1213305,2,0.003200,2,0.611411
deda papez,2714722,3,0.951155,3,2.299107
jack maxwell,42052,2,0.008348,2,0.586364
mario mirkovic,1502067,3,0.303765,3,2.275645
shaike ophir,583400,2,0.114238,2,0.719896
mogens davidsen,1430171,4,5.395241,4,4.688689
carmen rodriguez,563431,3,1.028709,3,1.736809
eric loren,113235,2,0.019011,2,0.023377
chi-chung liu,1495062,3,2.593189,3,3.529407
patricia granada,1382500,3,1.290340,3,2.171001
sneh gupta,1768039,3,1.838991,3,1.053458
robert o. ragland,98606,2,0.012134,2,0.049611
mick hucknall,193591,2,0.036655,2,0.782495
paul ripple,2895783,2,0.887611,2,0.918329
helena pickard,103187,2,0.151022,2,0.818707
laurence calabrese,2819622,2,0.018690,2,0.774205
mogens bollerup,1430143,4,5.010793,4,4.434234
miloslav luther,1138580,3,1.098484,3,4.261744
robert ozores,1832381,2,0.031709,2,0.810883
hector alterio,59136,2,0.145540,2,0.016747
domenico costanzo,1176559,3,1.675327,3,2.384257
ray park,11007,2,0.002825,2,0.016980
paul davies,187171,3,2.988607,3,0.220621
guy mairesse,32093,2,0.708742,2,0.709331
don fischer,1346510,2,0.038788,2,0.011542
robert cicchini,156431,2,0.009765,2,0.002857
elias andreato,592679,3,0.966369,3,1.345138
